Date Created,Duration,Date Digitized,Physical Format,Episode Number,Program Title,Series Title
4/13/1992,0:30:00,,VHS,102,revised,OnTV
4/13/1992,,,,102,revised,OnTV
11/18/1991,0:30:00,,VHS,102,,OnTV
4/13/1992,,,,102,revised,OnTV
1991/1992,0:28:00,,3/4 inch videotape,102,[revised],OnTV
11/19/1991,0:27:20,,VHS,102,,OnTV
1/13/1992,0:27:16,12/3/2013,VHS,103,,OnTV
1/13/1992,,,,103,,OnTV
1/13/1992,,,,103,,OnTV
1991/1992,,,,104,,OnTV
1991/1992,0:27:35,12/3/2013,VHS,104,,OnTV
1991/1992,,,,104,,OnTV
1991/1992,0:27:54,12/3/2013,VHS,105,,OnTV
1991/1992,,12/3/2013,,105,,OnTV
1991/1992,,12/3/2013,,105,,OnTV
2/3/1992,0:27:55,12/1/2013,3/4 inch videotape,106,,OnTV
1991/1992,0:30:00,,3/4 inch videotape,106,,OnTV
2/3/1992,,,,106,,OnTV
2/3/1992,,,,106,,OnTV
1991/1992,0:30:00,,3/4 inch videotape,107,,OnTV
2/11/1992,0:27:05,12/1/2013,3/4 inch videotape,107,,OnTV
2/11/1992,,,,107,,OnTV
2/11/1992,,,,107,,OnTV
2/17/1992,0:28:12,,,108,,OnTV
2/17/1992,0:28:12,12/1/2013,3/4 inch videotape,108,,OnTV
1991/1992,0:28:12,,3/4 inch videotape,108,,OnTV
2/17/1992,0:28:12,,,108,,OnTV
2/21/1992,,,,109,,OnTV
2/21/1992,,,,109,,OnTV
1991/1992,0:30:00,,3/4 inch videotape,109,,OnTV
2/21/1992,0:30:00,12/1/2013,3/4 inch videotape,109,,OnTV
3/2/1992,0:27:53,12/1/2013,3/4 inch videotape,110,,OnTV
1991/1992,0:30:00,,3/4 inch videotape,110,,OnTV
3/2/1992,,,,110,,OnTV
3/2/1992,,,,110,,OnTV
3/20/1992,,,,111,,OnTV
3/20/1992,,,,111,,OnTV
1991/1992,0:30:00,,3/4 inch videotape,111,,OnTV
3/20/1992,0:30:00,12/1/2013,3/4 inch videotape,111,,OnTV
9/3/1992,0:30:00,12/1/2013,3/4 inch videotape,112,,OnTV
9/3/1992,,,,112,,OnTV
1991/1992,0:30:00,,3/4 inch videotape,112,,OnTV
9/3/1992,,,,112,,OnTV
1991/1992,0:30:00,,3/4 inch videotape,114,,OnTV
4/27/1992,,,,114,,OnTV
4/27/1992,0:30:00,12/1/2013,3/4 inch videotape,114,,OnTV
4/27/1992,,,,114,,OnTV
5/7/1992,0:30:00,12/1/2013,3/4 inch videotape,115,,OnTV
5/7/1992,,,,115,,OnTV
5/7/1992,,,,115,,OnTV
1991/1992,0:30:00,,3/4 inch videotape,115,,OnTV
1991/1992,0:30:00,,3/4 inch videotape,116,,OnTV
5/26/1992,,,,116,,OnTV
5/26/1992,0:30:00,12/1/2013,3/4 inch videotape,116,,OnTV
5/26/1992,,,,116,,OnTV
5/27/1992,0:30:00,12/1/2013,3/4 inch videotape,117,,OnTV
5/27/1992,,,,117,,OnTV
5/27/1992,,,,117,,OnTV
1991/1992,0:30:00,,3/4 inch videotape,117,,OnTV
1991,0:30:00,,3/4 inch videotape,,Through children�s eyes,Our families/Our times
1991?,0:30:00,,3/4 inch videotape,,Through children�s eyes,Our families/Our times
5/16/1991,0:30:00,,1 inch videotape,,CEN,Our families/Our times
2/14/1991,0:30:00,,1 inch videotape,102A,,Our families/Our times
5/16/1991,0:30:00,,1 inch videotape,103,CEN,Our families/Our times
1/24/1991,0:30:00,,1 inch videotape,103,,Our families/Our times
1/31/1991,0:30:00,,1 inch videotape,104,[backup],Our families/Our times
1/31/1991,0:30:00,,1 inch videotape,104,,Our families/Our times
5/16/1991,0:30:00,,1 inch videotape,104,CEN,Our families/Our times
2/4/1991,0:30:00,,3/4 inch videotape,104,,Our families/Our times
2/4/1991,0:30:00,,1 inch videotape,104,,Our families/Our times
5/16/1991,0:30:00,,1 inch videotape,105,,Our families/Our times
2/4/1991,0:30:00,,1 inch videotape,105,[backup],Our families/Our times
2/4/1991,0:30:00,,1 inch videotape,105,,Our families/Our times
2/11/1991,0:30:00,,1 inch videotape,105,,Our families/Our times
1962,0:14:41,,VHS,,Divers and dabblers,Outdoor world
1964-03,,,,,"Skoda master class, no. 1 [37a and 37b]",Paul Badura Skoda
1964-03,,,,,"Skoda master class, no. 1 [37a and 37b]",Paul Badura Skoda
2/21/1964,,,,,"Skoda master class, no. 2 [11a and 11b]",Paul Badura Skoda
2/21/1964,,,,,"Skoda master class, no. 2 [11a and 11b]",Paul Badura Skoda
4/10/1964,,,,,Skoda intro [31a and 31b],Paul Badura Skoda
4/10/1964,,,,,Skoda intro [31a and 31b],Paul Badura Skoda
4/10/1964,0:29:30,12/4/2013,Betacam SP,,Skoda intro [31a and 31b],Paul Badura Skoda
1964-03,,12/4/2013,Betacam SP,,"Skoda master class, no. 1 [37a and 37b]",Paul Badura Skoda
2/21/1964,0:29:57,12/2/2013,Betacam SP,,"Skoda master class, no. 2 [11a and 11b]",Paul Badura Skoda
n.d.,,,Film: 16mm,,WHS Physics I,Physics I
n.d.,,,Film: 16mm,,WHS Physics I,Physics I
n.d.,,,Film: 16mm,,WHS Physics II,Physics II
n.d.,,,Film: 16mm,,WHS Physics II,Physics II
1958/1959,,,Film: 16mm,,,Pioneer Wisconsin
1/14/1959,0:21:35,,Film: 16mm,,"Water, water everywhere",Pioneer Wisconsin
1958/1959,0:15:50,,Film: 16mm,,Typewriter and other Wisconsin inventions,Pioneer Wisconsin
10/22/1958,,,Film: 16mm,1,Let's visit a pioneer kitchen,Pioneer Wisconsin
10/22/1958,0:20:02,,Film: 16mm,1,Let's visit a pioneer kitchen [remake],Pioneer Wisconsin
10/22/1958,,,Film: 16mm,1,Let's visit a pioneer kitchen,Pioneer Wisconsin
10/22/1958,0:17:20,,Film: 16mm,1,Let's visit a pioneer kitchen,Pioneer Wisconsin
1/21/1959,0:14:50,,Film: 16mm,10,Indian trails and military roads,Pioneer Wisconsin
1/21/1959,0:19:50,,Film: 16mm,10,Indian trails and military roads,Pioneer Wisconsin
1959,,,Film: 16mm,11,By horse and wagon,Pioneer Wisconsin
1959,0:21:03,,Film: 16mm,11,By horse and wagon,Pioneer Wisconsin
1959,,,Film: 16mm,12,Train tracks on the prairie,Pioneer Wisconsin
1959,0:18:24,,Film: 16mm,12,Train tracks on the prairie,Pioneer Wisconsin
1959,,,Film: 16mm,12a,Lumber rafting days,Pioneer Wisconsin
1959,0:14:26,,Film: 16mm,12a,Lumber rafting days,Pioneer Wisconsin
1959,,,Film: 16mm,12b,Dairy cow is queen,Pioneer Wisconsin
1959,0:13:44,,Film: 16mm,12b,Dairy cow is queen,Pioneer Wisconsin
1959,,,Film: 16mm,12c,Wisconsin inventions,Pioneer Wisconsin
1959,,,Film: 16mm,12d,Wisconsin's own industries,Pioneer Wisconsin
1959,0:16:30,,Film: 16mm,12d,Wisconsin's own industries,Pioneer Wisconsin
1959,,,Film: 16mm,12e,Party on the frontier,Pioneer Wisconsin
1959,,,Film: 16mm,12e,Party on the frontier,Pioneer Wisconsin
3/11/1959,,,Film: 16mm,13?,French Bateaux in Wisconsin,Pioneer Wisconsin
3/11/1959,0:20:23,,Film: 16mm,13?,French Bateaux in Wisconsin,Pioneer Wisconsin
3/18/1959,,,Film: 16mm,14,Cornish miners at Mineral Point,Pioneer Wisconsin
3/18/1959,0:18:57,,Film: 16mm,14,Cornish miners at Mineral Point,Pioneer Wisconsin
3/25/1959,,,Film: 16mm,15,Scandinavian backbone,Pioneer Wisconsin
3/25/1959,0:19:15,,Film: 16mm,15,Scandinavian backbone,Pioneer Wisconsin
4/1/1959,,,Film: 16mm,16,Wisconsin Germans of the 1850s,Pioneer Wisconsin
4/1/1959,0:19:55,,Film: 16mm,16,Wisconsin Germans of the 1850s,Pioneer Wisconsin
1958,0:20:02,,Film: 16mm,2,All hand made,Pioneer Wisconsin
1958,0:20:02,,Film: 16mm,2,All hand made,Pioneer Wisconsin
11/5/1958,0:20:05,,Film: 16mm,3,Keeping warm,Pioneer Wisconsin
11/15/1958,0:20:05,,Film: 16mm,3,Keeping warm,Pioneer Wisconsin
11/12/1958,,,Film: 16mm,4,ABC's long ago,Pioneer Wisconsin
11/12/1958,0:21:00,,Film: 16mm,4,ABC's long ago,Pioneer Wisconsin
11/19/1958,,,Film: 16mm,5,Father worked hard,Pioneer Wisconsin
11/19/1958,0:19:06,,Film: 16mm,5,Father worked hard,Pioneer Wisconsin
11/26/1958,0:20:46,,Film: 16mm,6,Corner drugstore,Pioneer Wisconsin
11/26/1958,0:20:46,,Film: 16mm,6,Corner drugstore,Pioneer Wisconsin
12/3/1958,,,Film: 16mm,7,The Country doctor,Pioneer Wisconsin
12/3/1958,0:20:56,,Film: 16mm,7,The Country doctor,Pioneer Wisconsin
12/10/1958,,,Film: 16mm,8,A Friend in need,Pioneer Wisconsin
12/10/1958,0:19:33,,Film: 16mm,8,A Friend in need,Pioneer Wisconsin
12/17/1958,,,Film: 16mm,9,Merry Christmas,Pioneer Wisconsin
12/17/1958,,,Film: 16mm,9,Merry Christmas,Pioneer Wisconsin
10/8/1986,,,3/4 inch videotape,,Pledge roll-ins,Pledge
9/29/1986,,,3/4 inch videotape,,October pledge: Janesville-Beloit,Pledge drive
1986-10-15/1986-10-26,,,3/4 inch videotape,,October pledge drive,Pledge drive
1986-10-12/1986-10-16,,,3/4 inch videotape,,October pledge,Pledge drive
9/26/1986,,,3/4 inch videotape,,Pledge testimonials,Pledge drive
10/12/1986,,,3/4 inch videotape,,WHA-TV pledge drive [1986]: Sunday afternoon pledge,Pledge drive
9/4/1986,,,3/4 inch videotape,,WHA-TV pledge drive [1986]: Ward Brodt pledge,Pledge drive
9/26/1986,,,3/4 inch videotape,,WHA-TV pledge drive [1986]: Pledge testimonials,Pledge drive
10/26/1986,,,3/4 inch videotape,,WHA-TV pledge drive [1986]: October pledge: Sunday,Pledge drive
10/24/1986,,,3/4 inch videotape,,WHA-TV pledge drive [1986]: October pledge: Friday,Pledge drive
10/3/1986,,,3/4 inch videotape,,WHA-TV pledge drive [1986]: October pledge,Pledge drive
10/16/1986,,,3/4 inch videotape,,WHA-TV pledge drive [1986]: October pledge,Pledge drive
n.d.,,,3/4 inch videotape,,WHA-TV pledge drive: Address video,Pledge drive
n.d.,0:05:17,,3/4 inch videotape,,"WHA-TV pledge drive: Pledge, tape 2: Michicher CPA",Pledge drive
10/14/1986,,,3/4 inch videotape,,WHA-TV pledge drive [1986]: October pledge,Pledge drive
10/8/1986,,,3/4 inch videotape,,WHA-TV pledge drive [1986]: Pledge roll-ins,Pledge drive
9/29/1986,,,3/4 inch videotape,,WHA-TV pledge drive [1986]: October pledge: Janesville/Beloit,Pledge drive
n.d.,,,3/4 inch videotape,,"WHA-TV pledge drive: P. Olsen, The Hancock",Pledge drive
10/15/1986,,,3/4 inch videotape,,WHA-TV pledge drive [1986]: October pledge: Wednesday,Pledge drive
10/17/1986,,,3/4 inch videotape,,WHA-TV pledge drive [1986]: October pledge: Friday,Pledge drive
10/19/1986,,,3/4 inch videotape,,WHA-TV pledge drive [1986]: October pledge: Sunday,Pledge drive
10/25/1986,,,3/4 inch videotape,,WHA-TV pledge drive [1986]: October pledge: Saturday,Pledge drive
10/23/1986,,,3/4 inch videotape,,WHA-TV pledge drive [1986]: October pledge: Thursday,Pledge drive
10/21/1986,,,3/4 inch videotape,,WHA-TV pledge drive [1986]: October pledge: Tuesday,Pledge drive
n.d.,0:30:00,,Betacam SP,,Pledge 2 PBS National Bumper,Pledge drive
n.d.,0:30:00,,1 inch videotape,114,The Big trees 3 of 3,Popcorn paradise
n.d.,0:30:00,,1 inch videotape,114,The Big trees 1 of 3,Popcorn paradise
n.d.,0:30:00,,1 inch videotape,114,The Big trees 2 of 3,Popcorn paradise
n.d.,0:30:00,,1 inch videotape,115,Blood on the sun 1 of 3,Popcorn paradise
n.d.,0:30:00,,1 inch videotape,115,Blood on the sun 2 of 3,Popcorn paradise
n.d.,0:30:00,,1 inch videotape,115,Blood on the sun 3 of 3,Popcorn paradise
n.d.,0:30:00,,1 inch videotape,116,Decameron nights 1 of 2,Popcorn paradise
n.d.,0:30:00,,1 inch videotape,116,Decameron nights 2 of 2,Popcorn paradise
n.d.,0:30:00,,1 inch videotape,117,Immortal battalion 1 of 3,Popcorn paradise
n.d.,0:30:00,,1 inch videotape,117,Immortal battalion 2 of 3,Popcorn paradise
n.d.,0:30:00,,1 inch videotape,117,Immortal battalion 3 of 3,Popcorn paradise
n.d.,0:30:00,,1 inch videotape,118,Nicholas Nickleby 1 of 3,Popcorn paradise
n.d.,0:30:00,,1 inch videotape,118,Nicholas Nickleby 2 of 3,Popcorn paradise
n.d.,0:30:00,,1 inch videotape,118,Nicholas Nickleby 3 of 3,Popcorn paradise
n.d.,0:30:00,,1 inch videotape,119,Smash-up 1 of 3,Popcorn paradise
n.d.,0:30:00,,1 inch videotape,119,Smash-up 2 of 3,Popcorn paradise
n.d.,0:30:00,,1 inch videotape,119,Smash-up 3 of 3,Popcorn paradise
n.d.,0:30:00,,1 inch videotape,120,Frieda 1 of 3,Popcorn paradise
n.d.,0:30:00,,1 inch videotape,120,Frieda 2 of 3,Popcorn paradise
n.d.,0:30:00,,1 inch videotape,120,Frieda 3 of 3,Popcorn paradise
n.d.,0:30:00,,1 inch videotape,121,Strange love of Martha Ivers 1 of 3,Popcorn paradise
n.d.,0:30:00,,1 inch videotape,121,Strange love of Martha Ivers 2 of 3,Popcorn paradise
n.d.,0:30:00,,1 inch videotape,121,Strange love of Martha Ivers,Popcorn paradise
n.d.,0:30:00,,1 inch videotape,122,Bonnie Prince Charles 1 of 3,Popcorn paradise
n.d.,0:30:00,,1 inch videotape,122,Bonnie Prince Charles 2 of 3,Popcorn paradise
n.d.,0:30:00,,1 inch videotape,122,Bonnie Prince Charles 3 of 3,Popcorn paradise
n.d.,0:30:00,,1 inch videotape,123,The Great Dan Patch 1 of 3,Popcorn paradise
n.d.,0:30:00,,1 inch videotape,123,The Great Dan Patch 2 of 3,Popcorn paradise
n.d.,0:30:00,,1 inch videotape,123,The Great Dan Patch 3 of 3,Popcorn paradise
11/27/1984,0:30:00,,1 inch videotape,124,Hollow triumph 1,Popcorn paradise
11/27/1984,0:30:00,,1 inch videotape,124,Hollow triumph 2,Popcorn paradise
11/27/1984,0:30:00,,1 inch videotape,125,Benny the dip 1,Popcorn paradise
11/27/1984,0:30:00,,1 inch videotape,125,Benny the dip 2,Popcorn paradise
n.d.,0:30:00,,1 inch videotape,126,reel 3 of 3,Popcorn paradise
n.d.,0:30:00,,1 inch videotape,126,reel 2 of 3,Popcorn paradise
n.d.,0:30:00,,1 inch videotape,126,reel 1 of 3,Popcorn paradise
8/26/1992,0:30:00,,Betacam SP,,"POW/MIA - Moscow, part 19",POW/MIA
8/26/1992,0:30:00,,Betacam SP,,"POW/MIA - Moscow, part 20",POW/MIA
1/19/1993,0:30:00,,Betacam SP,,open and effects,POW/MIA
1/12/1993,0:30:00,,Betacam SP,,POW/MIA - slides: Jane Reynolds Howard,POW/MIA
11/5/1992,0:30:00,,Betacam SP,,POW/MIA - Jane tape 1,POW/MIA
11/5/1992,0:30:00,,Betacam SP,,POW/MIA - Jane tape 2,POW/MIA
8/24/1992,0:30:00,,Betacam SP,,"POW/MIA - Moscow, part 11",POW/MIA
8/24/1992,0:30:00,,Betacam SP,,"POW/MIA - Moscow, part 12",POW/MIA
8/24/1992,0:30:00,,Betacam SP,,"POW/MIA - Moscow, part 13",POW/MIA
8/25/1992,0:30:00,,Betacam SP,,"POW/MIA - Moscow, part 14",POW/MIA
8/26/1992,0:30:00,,Betacam SP,,"POW/MIA - Moscow, part 15",POW/MIA
8/26/1992,0:30:00,,Betacam SP,,"POW/MIA - Moscow, part 16",POW/MIA
8/26/1992,0:30:00,,Betacam SP,,"POW/MIA - Moscow, part 17",POW/MIA
8/26/1992,0:30:00,,Betacam SP,,"POW/MIA - Moscow, part 18",POW/MIA
6/25/1992,0:30:00,,Betacam SP,,"POW/MIA - Interview with Jane, part 2",POW/MIA
6/25/1992,0:30:00,,Betacam SP,,"POW/MIA - Interview with Jane, part 3",POW/MIA
6/25/1992,0:30:00,,Betacam SP,,"POW/MIA - Interview with Jane, part 4",POW/MIA
6/25/1992,0:30:00,,Betacam SP,,"POW/MIA - Interview with Jane, part 5",POW/MIA
6/25/1992,0:30:00,,Betacam SP,,"POW/MIA - Interview with Jane, part 6",POW/MIA
6/25/1992,0:30:00,,Betacam SP,,"POW/MIA - Interview with Jane, part 7",POW/MIA
6/25/1992,0:30:00,,Betacam SP,,"POW/MIA - Interview with Jane, part 8",POW/MIA
8/24/1992,0:30:00,,Betacam SP,,"POW/MIA - Moscow, part 11",POW/MIA
8/24/1992,0:30:00,,Betacam SP,,"POW/MIA - Moscow, part 12",POW/MIA
8/24/1992,0:30:00,,Betacam SP,,"POW/MIA - Moscow, part 13",POW/MIA
8/25/1992,0:30:00,,Betacam SP,,"POW/MIA - Moscow, part 14",POW/MIA
8/26/1992,0:30:00,,Betacam SP,,"POW/MIA - Moscow, part 15",POW/MIA
8/26/1992,0:30:00,,Betacam SP,,"POW/MIA - Moscow, part 16",POW/MIA
8/26/1992,0:30:00,,Betacam SP,,"POW/MIA - Moscow, part 17",POW/MIA
8/26/1992,0:30:00,,Betacam SP,,"POW/MIA - Moscow, part 18",POW/MIA
8/26/1992,0:30:00,,Betacam SP,,"POW/MIA - Moscow, part 19",POW/MIA
8/26/1992,0:30:00,,Betacam SP,,"POW/MIA - Moscow, part 20",POW/MIA
1/19/1993,0:30:00,,Betacam SP,,open and effects,POW/MIA
1/12/1993,0:30:00,,Betacam SP,,POW/MIA - slides: Jane Reynolds Howard,POW/MIA
11/5/1992,0:30:00,,Betacam SP,,tape 1,POW/MIA
11/5/1992,0:30:00,,Betacam SP,,tape 2,POW/MIA
8/23/1992,0:30:00,,Betacam SP,,"POW/MIA - Moscow, part 7 Rudnov",POW/MIA
8/23/1992,0:30:00,,Betacam SP,,"POW/MIA - Moscow, part 8 Rudnov",POW/MIA
1992-08/1992-09,0:30:00,,Betacam SP,,"POW/MIA - Moscow, part 37",POW/MIA
1992-08/1992-09,0:30:00,,Betacam SP,,"POW/MIA - Moscow, part 38",POW/MIA
1992-08/1992-09,0:30:00,,Betacam SP,,"POW/MIA - Moscow, part 39",POW/MIA
1992-08/1992-09,0:30:00,,Betacam SP,,"POW/MIA - Moscow, part 40",POW/MIA
1992-08/1992-09,0:30:00,,Betacam SP,,"POW/MIA - Moscow, part 41",POW/MIA
1992-08/1992-09,0:30:00,,Betacam SP,,"POW/MIA - Moscow, part 42",POW/MIA
1992-08/1992-09,0:30:00,,Betacam SP,,"POW/MIA - Moscow, part 43",POW/MIA
8/24/1992,0:30:00,,Betacam SP,,"POW/MIA - Moscow, part 9 Rudnov",POW/MIA
8/24/1992,0:30:00,,Betacam SP,,"POW/MIA - Moscow, part 10 Jane and Igor P",POW/MIA
8/26/1992,0:30:00,,Betacam SP,,"POW/MIA - Moscow, part 21 shochake",POW/MIA
8/27/1992,0:30:00,,Betacam SP,,"POW/MIA - Moscow, part 23 Radio/train",POW/MIA
8/27/1992,0:30:00,,Betacam SP,,"POW/MIA - Moscow, part 24 Train to Riga",POW/MIA
8/1/1992,0:30:00,,Betacam SP,,"POW/MIA - Moscow, part 25",POW/MIA
8/1/1992,0:30:00,,Betacam SP,,"POW/MIA - Moscow, part 26",POW/MIA
8/28/1992,0:30:00,,Betacam SP,,"POW/MIA - Moscow, part 27 meeting w/general",POW/MIA
8/28/1992,0:30:00,,Betacam SP,,"POW/MIA - Moscow, part 28 Riga w/general",POW/MIA
8/28/1992,0:30:00,,Betacam SP,,"POW/MIA - Moscow, part 29 meeting w/general",POW/MIA
8/28/1992,0:30:00,,Betacam SP,,"POW/MIA - Moscow, part 30 Riga",POW/MIA
8/29/1992,0:30:00,,Betacam SP,,"POW/MIA - Moscow, part 31",POW/MIA
1992-08-29/1992-08-30,0:30:00,,Betacam SP,,"POW/MIA - Moscow, part 32",POW/MIA
8/30/1992,0:30:00,,Betacam SP,,"POW/MIA - Moscow, part 33",POW/MIA
8/30/1992,0:30:00,,Betacam SP,,"POW/MIA - Moscow, part 34",POW/MIA
1992-08-30/1992-08-31,0:30:00,,Betacam SP,,"POW/MIA - Moscow, part 35",POW/MIA
8/31/1992,0:30:00,,Betacam SP,,"POW/MIA - Moscow, part 36",POW/MIA
8/23/1992,0:30:00,,Betacam SP,,"POW/MIA - Moscow, part 6",POW/MIA
8/22/1992,0:30:00,,Betacam SP,,"POW/MIA - Moscow, part 1",POW/MIA
8/22/1992,0:30:00,,Betacam SP,,"POW/MIA - Moscow, part 2",POW/MIA
8/22/1992,0:30:00,,Betacam SP,,"POW/MIA - Moscow, part 3 Boris",POW/MIA
8/22/1992,0:30:00,,Betacam SP,,"POW/MIA - Moscow, part 4 Boris",POW/MIA
8/22/1992,0:30:00,,Betacam SP,,"POW/MIA - Moscow, part 5 Boris meeting w/Rudnov",POW/MIA
3/16/1993,0:57:46,,Betacam SP,,part 1,POW/MIA
1992,0:30:00,,Betacam SP,1,,POW/MIA
1992,0:30:00,,Betacam SP,2,,POW/MIA
1992,0:30:00,,Betacam SP,3,,POW/MIA
1992,0:30:00,,Betacam SP,4,,POW/MIA
1992,0:30:00,,Betacam SP,5,,POW/MIA
1992,0:30:00,,Betacam SP,6,,POW/MIA
1992,0:30:00,,Betacam SP,7,,POW/MIA
10/17/1985,0:30:00,,3/4 inch videotape,101,,Primetime Madison
11/14/1985,0:30:00,,3/4 inch videotape,102,,Primetime Madison
3/13/1986,0:30:00,,3/4 inch videotape,106,,Primetime Madison
4/10/1986,0:30:00,,3/4 inch videotape,107,,Primetime Madison
5/8/1986,0:30:00,,3/4 inch videotape,108,,Primetime Madison
1/16/1990,0:30:00,,3/4 inch videotape,412,,Primetime Madison
11/15/1989,0:30:00,,3/4 inch videotape,,Thanksgiving special,Primetime Wisconsin
1/8/1991,0:30:00,,3/4 inch videotape,,Harbinson Residency: composition students 1,Primetime Wisconsin
1/8/1991,0:30:00,,3/4 inch videotape,,Harbinson Residency: composition students3,Primetime Wisconsin
1985/1992,0:30:00,,Betacam SP,,Harbinson Residency: Deer creek,Primetime Wisconsin
11/6/1990,0:30:00,,3/4 inch videotape,,Carillion Tape Dub 2 w/ Burn in T.C.,Primetime Wisconsin
1/8/1991,0:30:00,,3/4 inch videotape,,"Harbinson Residency: Token Creek, part 1",Primetime Wisconsin
1/8/1991,0:30:00,,3/4 inch videotape,,"Harbinson Residency: Token Creek, part 3",Primetime Wisconsin
1/8/1991,0:30:00,,3/4 inch videotape,,"Harbinson Residency: Token Creek, part 5",Primetime Wisconsin
1985/1992,0:30:00,,Betacam SP,,Cross town harmony,Primetime Wisconsin
1989,0:30:00,,Betacam SP,,Best of 1st show fall 89,Primetime Wisconsin
7/1/1989,0:30:00,,3/4 inch videotape,,Summer Jazz Reel,Primetime Wisconsin
11/13/1990,0:30:00,,3/4 inch videotape,,Music performance: Zazu,Primetime Wisconsin
11/7/1989,0:30:00,,3/4 inch videotape,,Mark Twain revisited,Primetime Wisconsin
6/23/1992,0:30:00,12/8/2013,3/4 inch videotape,,417R,Primetime Wisconsin
3/14/1991,0:30:00,,3/4 inch videotape,,Karlos Moser: Piano performance,Primetime Wisconsin
4/4/1991,0:30:00,,3/4 inch videotape,,Karlos Moser's Intro in Music Hall,Primetime Wisconsin
4/17/1991,0:56:31,,Betacam SP,,Arts Board awards,Primetime Wisconsin
3/14/1991,0:30:00,,Betacam SP,,Karlos Moser,Primetime Wisconsin
4/17/1991,0:56:31,,3/4 inch videotape,,Arts Board awards,Primetime Wisconsin
6/25/1991,0:30:00,,3/4 inch videotape,,Karlos Moser: Wild roses,Primetime Wisconsin
1985/1992,0:03:25,,3/4 inch videotape,,Mime theater,Primetime Wisconsin
3/14/1991,0:30:00,,3/4 inch videotape,,Karlos Moser: Piano performance,Primetime Wisconsin
4/17/1991,0:30:00,,VHS,,Arts board awards,Primetime Wisconsin
